id;user_email;display_name;description;wpcf-category;wpcf-adresse;wpcf-lattitude;wpcf-longitude;wpcf-telephone-du-correspondant;wpcf-facebook_link;wpcf-hours-monday;wpcf-hours-tuesday;wpcf-hours-wednesday;wpcf-hours-thursday;wpcf-hours-friday;wpcf-hours-saturday;wpcf-hours-sunday
103;tonycaponne@hotmail.fr;Aux pieds sous la table;Brasserie le midi, semi-gastronomique le soir, Aux pieds sous la table est détenteur du Titre Maître Restaurateur nous transmet ses valeurs au travers d’une équipe jeune et dynamique !;bars_cafes;4/8 Rue Arnaud Bernard, Toulouse;43.60954419999999;1.4392169000000195;05 67 11 01 72;https://www.facebook.com/Aux-Pieds-Sous-La-Table-382395191865257/;8:00-12:00 / 14:00-18:00;12:00-14:00;12:00-14:00 / 19:30-22:00;12:00-14:00 / 19:30-22:00;12:00-14:00 / 19:30-22:00;;
114;aymeric.lanouvelle@gmail.com;aymeric de Lanouvelle;;bars_cafes;1 place de la Daurade, Toulouse;;;;;;;;;;;
61;bagelcorner@aubaineapp.fr;Bagel Corner;Le bagel Corner vous propose toute sorte de bagel, mais aussi de composer votre propre recette ! En plus tous les légumes sont frais, livrés chaque matin et découpés en cuisine.;petite_faim;6 Rue du Taur, Toulouse;43.6053861;1.4430620000000545;09 53 09 45 07;https://www.facebook.com/bagelcorner.toulouse/?fref=ts;11:00-15:00 / 18:30-21:30;11:00-15:00 / 18:30-21:30;11:00-15:00 / 18:30-21:30;11:00-15:00 / 18:30-21:30;11:00-15:00 / 18:30-21:30;11:30-21:30;
95;florian.marietta@wanadoo.fr;Le Bar des Poètes;Les poètes, vous accueillent dans une ambiance conviviale et festive pour un repas ou un verre en soirée. Lors des soirées à thème, venez vous mêler à l'équipe et siroter de délicieux cocktails préparés par leurs soins !;bars_cafes;3 Rue Baour Lormian, Toulouse;43.6030152;1.4436717999999473;06 42 10 70 01;https://www.facebook.com/bardespoetes/?fref=ts;;8:00-2:00;8:00-2:00;8:00-2:00;8:00-2:00;8:00-3:00;
134;julie@bdfugue.com;Bd Fugue;Bienvenue au temple de la BD, un concept original mixant librairie et café ! Plus de 1500 références de BD, comics et mangas sont présentes aux côtés d'une partie café et salon de thé idéale pour bouquiner tranquillement autour d'une boisson !;bars_cafes;11 rue Sainte-Ursule, Toulouse;43.6019257;1.4420456999999942;05 34 25 17 47;;14:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;
87;benoit@lebierographe.com;Le Bierographe;Amoureux du houblon, vous êtes à l’affût de nouvelles bières artisanales? Nordistes, trappistes, locales, à la pression ou en bouteille, ce bar n'attend que vous !;bars_cafes;12 rue des paradoux Toulouse;43.5986828;1.4428775999999743;06 58 16 17 69;https://www.facebook.com/lebierographe/?fref=ts&__mref=message_bubble;17:30-00:00;17:30-1:00;17:30-1:00;17:30-2:00;17:30-2:00;16:00-3:00;
36;bistrotdespuits@aubaineapp.fr;Bistrot Des Puits;Ce bistrot vous plonge dans une ambiance et une cuisine authentique. Si il fait beau, vous allez adorer sa terrasse ensoleillée. Que ce soit pour un déjeuner ou un Happy Hour, vous trouverez votre bonheur !;restauration;14 Rue Baronie, Toulouse;43.6021136;1.444734799999992;05 61 21 95 65;https://www.facebook.com/lebistrotdespuits/;;10:00-23:00;10:00-23:00;10:00-2:00;10:00-2:00;10:00-3:00;
31;contact@bobine-conceptstore.com;Bobine - Concept Store;Bobine est concept store où exclusivité et qualité sont mis à l'honneur ! Des articles introuvables sur Toulouse pour affirmer son style et sa personnalité. Amateurs de nouveautés, c'est pour vous !;epiceries,boutiques;17 Rue de la Pomme, Toulouse;43.6025346;1.4462038000000348;05 61 22 59 77;https://www.facebook.com/bobine.conceptstore/;14:00-19:00;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;
75;projet.boca@gmail.com;Boca Bar à sandwichs;"Chez Boca, venez déguster un large choix de ""bocadillos"" comme en Espagne ! Ouvert toute journée, ces sandwichs combleront toutes vos petites faims à des prix minis !";petite_faim, bars_cafes;45 rue Peyrolières, Toulouse;43.60193779999999;1.4407796000000417;09 83 01 14 41;https://www.facebook.com/BOCAtlse/?fref=ts;11:00-00:00;11:00-00:00;11:00-00:00;11:00-00:00;11:00-00:00;11:00-00:00;
72;julienfadel1@gmail.com;Borriquito Loco;C'est l'effervescence barcelonaise qui caractérise ce bar à tapas. Un esprit festif et chaleureux, où toutes les générations se confondent pour partager des soirées mémorables ! On pari que vous connaissez ?;bars_cafes;25 Rue des Paradoux, Toulouse;43.5988569;1.4425925000000461;05 61 25 34 54;https://www.facebook.com/borriquito.loco/;18:00-2:00;18:00-2:00;18:00-2:00;18:00-2:00;18:00-2:00;18:00-3:00;
107;legalo@hotmail.fr;Boulangerie Saint-Georges;La Boulangerie Saint-Geoges fait partie des 100 meilleures boulangeries de France ! Reconnue pour son pain traditionnel, elle vous propose des produits 100% artisanaux !;Petites faims;6 Place Saint-Georges, Toulouse;43.60182409999999;1.4472051999999849;06 08 03 56 24;https://www.facebook.com/pg/BoulangerieSaintGeorges/about/?ref=page_internal#;7:00-19:30;7:00-19:30;7:00-19:30;7:00-19:30;7:00-19:30;7:00-19:30;
117;maxoptic@gmail.com;Max Optic;Découvrez un large choix de lunettes de vue et de soleil chez Max Optic ! Au cœur de la place Saint-Georges, vous trouverez votre bonheur à coup sûr dans cette boutique.;bars_cafes;45 Rue Boulbonne, Toulouse;43.60155990000001;1.4476492999999664;05 61 21 60 24;https://www.facebook.com/maxoptic.fr/?fref=ts;10:00-13:00 / 14:00-19:00;10:00-13:00 / 14:00-19:00;10:00-13:00 / 14:00-19:00;10:00-13:00 / 14:00-19:00;10:00-13:00 / 14:00-19:00;10:00-13:00 / 14:00-19:00;
69;davidmarciano@mac.com;Boutique Atelier;La boutique l'Atelier propose des collections adaptées à la femme urbaine d'aujourd'hui : habits, bottines, baskets, bijoux, sacs ... de quoi avoir la tête qui tourne ! Allez y faire un tour !;boutiques;24 Rue Saint Antoine du T, Toulouse;43.6038867;1.4474715999999717;05 61 12 03 97;https://www.facebook.com/boutiqueLatelier/?fref=ts;10:30-19:30;10:30-19:30;10:30-19:30;10:30-19:30;10:30-19:30;10:30-19:30;
119;line.dourneau@bonnieandclydefactory.com;Boutique Bonnie Clyde;"Cette boutique de mode, décoration et objets insolites revisite le vintage et le remet au coeur de la tendance ! Bonnie &amp; Clyde Factory sélectionne de sublimes pièces mélant vintage et élégance.";bars_cafes;1 Rue du Coq d'Inde, Toulouse;43.5994078;1.442787199999998;;https://www.facebook.com/bonnieandclydefactory/;;10:30-19:30;10:30-19:30;10:30-19:30;10:30-19:30;10:30-19:30;
118;marth.toulouse@gmail.com;Marthe Café Contemporain;Au Marthe Café Contemporain, venez déjeuner en toute convivialité ! Placé au cour de la place Saint-georges, vous pourrez aussi profiter des brunchs les dimanches et jours fériés !;bars_cafes;9 Place Saint-Georges, Toulouse;43.6019879;1.4471624000000247;05 62 89 41 14;https://www.facebook.com/marthe.toulouse/;9:00-19:00;9:00-19:00;9:00-22:00;9:00-22:00;9:00-22:00;9:00-22:00;10:00-19:00
158;bowatelier@gmail.com;Böw;Böw est une boutique atelier unique ! Venez découvrir cet univers rétro scandinave et les créations de nombreux artistes. Bijoux, sacs, vêtements ... vous trouverez un large choix d'articles !;boutiques;33 rue des couteliers, Toulouse;43.598773;1.44165739999994;;https://www.facebook.com/bowatelierboutique/;8:00-12:00 / 14:00-18:00;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;
164;brolendacoffeeshop@gmx.fr;Brolenda coffee shop;Découvrez les vrais arômes du café dans le coffee shop Brolenda ! Venu des 4 coins du monde, les différentes préparations auront tout pour vous plaire, accompagnées de pâtisseries.;bars_cafes;28 rue lakanal;43.6044474;1.4406251000000339;;https://www.facebook.com/brolendacoffeeshop/photos/a.1297417883620243.1073741829.1240351455993553/1645594945469200/?type=3&theater;9:00-19:00;9:00-19:00;9:00-19:00;9:00-19:00;9:00-19:00;9:00-19:00;10:00-19:00
144;2342@aubaineapp.fr;Café Chouchou;Le Café Chouchou, vous propose des plats gourmands et traditionnels dans une ambaince vintage. Pour les amoureux de la montagne, une salle ambiance Ski Club y est dédiée où se croisent des recettes typiques de la saison : de fondues aux Mont d'Or aux grillades à la braise...;bars_cafes;37 Rue des Filatiers, Toulouse;43.5990675;1.4438509000000295;05 61 53 53 60;https://www.facebook.com/Café-Chouchou-1180700088608321/;9:00-2:00;9:00-2:00;9:00-2:00;9:00-2:00;9:00-2:00;9:00-3:00;11:00-18:00
136;cafecontretemps@gmail.com;Café Contretemps;Venez seul ou à plusieurs pour travailler, réviser, échanger, prendre une pause café ou vous détendre. Vous vous sentirez comme chez vous car tout est à volonté: thé, café de qualité, encas sucrés et salés, fruits... On adore!;bars_cafes;11 Rue de la bourse, Toulouse;43.6004785;1.442523299999948;05 34 33 59 70;;9:00-19:00;9:00-19:00;9:00-19:00;9:00-19:00;9:00-19:00;9:00-19:00;14:00-19:00
129;suimano@gmail.com;Cafe Dips;Pour une pause déjeuner complète, rendez-vous au Café Dip's ! Profitez de salades, bagels et autres plats du jour de saison. Sans oublier la touche sucrée avec les patisseries maisons !;bars_cafes;23 Place du Salin, Toulouse;43.59500810000001;1.4442053000000215;06 81 99 95 11;https://www.facebook.com/Café-DIPS-988875677874570/;;;;;;;
79;valerie.nguyen@bbox.fr;Carpe Diem - Déco;Carpe Diem vous propose des articles principalement réalisés par des créateurs français (notamment toulousains), mais aussi des trouvailles de chez nos voisins danois et suédois.;boutiques;18 rue d'Astorg, Toulouse;43.6009167;1.4487954999999602;09 81 85 85 49;;;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;
49;cosanostra@aubaineapp.fr;A Casa Nostra;Entrez au coeur de l'Italie avec Casa Nostra ! Cette épicerie fine italienne et familiale vous propose des produits artisanaux tout droit venus d'Italie. Vous pourrez aussi y composer votre propre sandwich !;epiceries;5 Rue des Lois, Toulouse;43.60510600000001;1.442137799999955;05 61 12 14 57;https://www.facebook.com/casanostra.thevenin?fref=ts;;10:30 / 19:30;10:30 / 19:30;10:30 / 19:30;10:30 / 19:30;10:30 / 19:30;
141;marion@ceci-et-cela.fr;"Ceci &amp; Cela";"Consommer mieux tout en respectant l'environnement, c'est ce que vous propose Ceci &amp; cela ! Une boutique dédiée aux fruits et légumes. Vous retrouverez des produits de saison provenant d'exploitations toulousaines ! De quoi faire de bons petits plats.";boutiques;4 rue Jules Chalande, Toulouse;43.602211;1.443927;05 82 74 90 31;https://www.facebook.com/ceci.et.cela.magasin/;10:30-20:00;10:30-20:00;10:30-20:00;10:30-20:00;10:30-20:00;10:30-20:00;
143;2451@aubaineapp.fr;"Ceci &amp; Cela - Épicerie";"Consommer mieux tout en respectant l'environnement, c'est ce que vous propose Ceci &amp; cela ! Une boutique dédiée aux fruits et légumes. Vous retrouverez des produits de saison provenant d'exploitations toulousaines ! De quoi faire de bons petits plats.";boutiques;7 Rue Baour Lormian, Toulouse;43.602996;1.4441576000000396;;https://www.facebook.com/ceci.et.cela.magasin/?fref=ts;15:00-19:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;10:00-20:00;
100;cereallover@aubaineapp.fr;Cereal Lover Cafe;"Au Cereal Lover Café vous pourrez choisir parmi plus de 67 sortes de céréales et y ajouter pleins de bonnes choses : M&amp;M's, Kinder Bueno, caramel, biscuits, chocolats ...";bars_cafes;12 Rue des Lois, Toulouse;43.6052745;1.442324699999972;;https://www.facebook.com/Cereal-Lover-Caf%C3%A9-1802704520004015/?fref=ts;14:30-18:00;9:00-11:30 / 14:30-18:00;9:00-11:30 / 14:30-18:00;9:00-11:30 / 14:30-18:00;9:00-11:30 / 14:30-18:00;9:00-19:00;
155;chapristea@gmail.com;Chapristea;Profitez d'une pause avec les chats de chez Chapristea ! Pour déjeuner ou bien goûter, venez careesser et jouer avec des chats provennant d'une association. Le plus, vous pouvez les adopter !;bars_cafes;4 rue Jules Chalande, Toulouse;43.602294;1.443981;09 81 13 32 38;https://www.facebook.com/chapristea/;8:00-12:00;12:00-19:00;12:00-19:00;12:00-19:00;12:00-19:00;12:00-19:00;12:00-19:00
74;coexiststoretoulouse@gmail.com;Coexist Store;Un concept store dédié à la mode masculine, c'est ce que vous propose Coexist ! Des vêtements aux accessoires high-tech, vous trouverez à coup sûr votre bonheur !;boutiques;2/4 Rue Temponières, Toulouse;43.6010566;1.4427663999999822;05 62 89 56 64;https://www.facebook.com/Coexist.Toulouse/?fref=ts&__mref=message_bubble;14:00-19:00;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;
133;justine@connexionlive.fr;Connexion Live;Le Connexion c'est LE bar au centre de Toulouse où de nombreux artistes, tels que Julian Perretta, Petit Biscuit, ont déjà fait leur apparition. Cet espace hybride a mis l’accent sur une ambiance loft new-yorkais/berlinois très vintage.;bars_cafes;8 Rue Gabriel Péri, Toulouse;43.6055654;1.4504601999999522;;https://www.facebook.com/Connexion.Live.Toulouse/?fref=ts;17:30-2:00;17:30-2:00;17:30-2:00;17:30-2:00;17:30-2:00;17:30-3:00;
108;info@contactotoulouse.com;Contact'O;Contact'O est dédié aux lentilles de contact ! Bénédicte et Emilie vous conseilleront et aideront durant toute la durée de vos essais, peu importe le problème oculaire ! Faites leur confiance !;bars_cafes;20 Rue Ozenne, Toulouse;43.59537410000001;1.4480085000000145;09 82 42 52 54;https://www.facebook.com/contactotoulouse/;;9:30-12:30 / 14:00-19:00;9:30-12:30 / 14:00-19:00;9:30-12:30 / 14:00-19:00;9:30-12:30 / 14:00-19:00;9:30-12:30;
44;creativyogurt@gmail.com;Creativ' Yogurt;L'univers du yaourt glacé créatif et gourmand c'est ici ! Composez selon vos envies vos yogurts, smoothies, cafés viennois, crêpes et gaufres maisons, grâce à un bar à toppings..;bars_cafes,petite_faim;32 bis Rue des lois, Toulouse;43.60596109999999;1.4415731000000278;05 61 23 87 55;https://www.facebook.com/Creativ-Yogurt-447747165300382/;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;12:00-19:00;
94;contact@crunch-brunch.com;"Crunch &amp; Brunch";"Chez Crunch &amp; Brunch, on vous propose d'allier yoga et brunch gourmand ! Dans un lieu cosy en pein centre de Toulouse, accordez-vous un moment healthy en toute détente !";bien_etre;Jeanne d'Arc, Toulouse;43.609067;1.4462089999999534;;https://www.facebook.com/crunchandbrunch/?fref=ts;7:00-21:00;7:00-21:00;7:00-21:00;7:00-21:00;7:00-21:00;7:00-21:00;7:00-21:00
89;deepstones@free.fr;Deep Stones;Les bijoux de Deep Stones sont réalisés à la main et avec soin par la pétillante créatrice Marie. Confectionnés avce des pierres fines et naturelles, ces créations sauront vous faire voyager !;boutiques;Sur internet uniquement;43.6044292;1.4438121000000592;;https://www.facebook.com/pg/deepstonestoulouse/about/?ref=page_internal;;;;;;;
59;ledelicatessen.toulouse@gmail.com;Le Delicatessen;Passez le pas de la porte et découvrez un endroit où convivialité et bonne ambiance ne font qu'un. Pour combler vos envies gourmandes, commandez de délicieuses tapas et régalez-vous !;bars_cafes;11 bis rue Riquet, Toulouse;43.6013369;1.4539475000000266;05 61 62 49 00;https://www.facebook.com/ledelicatessentlse/?fref=ts;17:00-2:00;17:00-2:00;17:00-2:00;17:00-2:00;17:00-2:00;18:00-3:00;18:00-2:00
47;bonjour.delu@gmail.com;Délù;Délù est là pour colorer vos matinées ! Il vous propose ses petits déjeuners à emporter sains et équilibrés à base de yaourt, crunchy, fruits frais et toppings en tous genres !;petite_faim;29 Rue des Salenques, Toulouse;43.6080028;1.4380525999999918;;https://www.facebook.com/delu.petit.dejeuner/;8:30-13:00;8:30-13:00;8:30-13:00;8:30-13:00;8:30-13:00;9:30-14:00;
152;m.sarah@free.fr;Durance;Durance vous fait découvrir les senteurs de Provence ! Bougies, diffuseurs et autres cosmétiques sont natuels, fabriqué en Provence avec des senteurs inspirées de la nature !;boutiques;22 Rue Saint-Antoine du T, Toulouse;43.603815;1.447506599999997;05 62 27 18 33;;14:00-19:00;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;
101;contact@ekylibrerestauration.fr;Ekylibre;"A tous les adeptes de ""healthy food"", cette adresse est pour vous ! Ekylibre vous propose chaque jour des recettes différentes, créatives et très gourmandes à base de produits frais !";bars_cafes;23 Rue du Fourbastard, Toulouse;43.6025298;1.446339099999932;;https://www.facebook.com/pg/Ekylibretoulouse/photos/?ref=page_internal;8:00-12:00 / 14:00-18:00;9:00-17:00;9:00-17:00;9:00-17:00;9:00-17:00;9:00-17:00;
148;lydia.destarac@gmail.com;Favoris by Lydia Destarac;Avec son showroom en plein centre ville de Toulouse, Lydia Destarac vous propose des pièces vintage et contemporaines chinées au gré de ses voyages. Chaque mois, retrouvez une sélection d'une centaines de pièces différentes et uniques !;bien_etre;6 rue de la bourse;43.6003084;1.4426009000000022;;https://www.facebook.com/favorisbylydiadestarac/?fref=ts;11:00-19:00;8:00-12:00 / 14:00-18:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;
106;fleurea31@gmail.com;Fleuréa;Fleuréa c'est l'alliance entre un fleuriste et un salon de thé ! Vous y trouverez des plantes et fleurs diverses, mais aussi des produits d'épicerie fine autour de cette même thématique ! Etonnant, non ?;bars_cafes;39 Rue du Faubourg Bonnefoy, Toulouse;43.6179125;1.4552272999999332;05 61 12 03 37;https://www.facebook.com/fleurea.fr/;8:00-12:00 / 14:00-18:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-13:00
109;fromageriemilie@gmail.com;Fromagerie Émilie;Présente au Marché Victor Hugo tous les matins, Emilie vous propose un large choix de fromages ! Vous pouvez aussi commander des plateaux composés pour vos occasions spéciales.;bars_cafes;Marché Victor Hugo, Toulouse;43.6065061;1.4466823000000204;06 83 46 03 64;https://www.facebook.com/fromagerieemilie/;8:00-12:00 / 14:00-18:00;7:30-13:00;7:30-13:00;7:30-13:00;7:30-13:00;7:30-13:30;7:30-13:30
116;glooters@aubaineapp.fr;Glooters;Des cocktails gélifiés, vous connaissez ? Ils sont préparés maison et gélifés à l'agar-agar pour n'en faire qu'une bouchée ! Glooters vous propose des recettes classiques ou inédites pour vos soirées !;boutiques;En vente chez Duck Me - 7 rue de Rémusat, Toulouse;43.6054008;1.44366279999997;06 84 70 92 99;http://www.facebook.com/glooters/?fref=ts;11:30-23:00;11:30-23:00;11:30-23:00;11:30-23:00;11:30-23:00;11:30-23:00;11:30-23:00
84;auxgourmandisesdeceline@gmail.com;Aux Gourmandises de Celine;Céline vous propose des mets faits maison et avec amour. Tartes sucrées, salées, petits biscuits atypiques, chocolats chauds, bagels, quiches, brunchs ... Vos papilles vous remercieront !;petite_faim;9 rue des pénitents gris, Toulouse;43.6058892;1.441887700000052;09 67 10 43 84;https://www.facebook.com/salon.de.the.toulouse/?fref=ts;8:00-12:00 / 14:00-18:00;11:00-18:30;11:00-18:30;11:00-18:30;11:00-18:30;12:00-18:00;11:30-15:00
139;hautlesmains.event@gmail.com;Haut les mains;Un lieu éphémère alliant boutique et atelier de créateurs, pendant 2 mois! Vous y trouverez un tas de jolies choses faites main par une vingtaine de créateurs, aussi talentueux les uns que les autres !;boutiques;8 rue Jules Chalande, Toulouse;43.6022051;1.444358999999963;;https://www.facebook.com/events/1513704851981033/;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;10:30-19:00;
56;indyra@aubaineapp.fr;Indyra Esthetique;Les équipes d'Indyra Esthétique, se déplacent chez vous, avec tout le matériel nécessaire pour recréer au mieux l'ambiance de l’institut ! Accordez-vous un moment cocooning !;boutiques;3 Boulevard André Netwiller, Toulouse;43.638556;1.465278;06 03 01 85 94;http://www.indyra-esthetique.com;9:30-19:30;9:30-19:30;9:30-19:30;9:30-19:30;9:30-19:30;9:30-19:30;
124;marion.bebert@gmail.com;Institut Privilège Balma;L'Institut Privilège vous propose autant de choix que d'expertises : soins du corps et du visage, manucures, cures minceur ou encore maquillage !;bars_cafes;16 Rue Saint-Jean, Toulouse;43.61203829999999;1.4951031000000512;;https://www.facebook.com/Institut-Privilege-balma-292997607445180/?ref=ts&fref=ts;8:00-12:00 / 14:00-18:00;9:30-19:00;9:30-19:00;9:30-19:00;9:30-19:00;10:00-18:00;
70;interprete@aubaineapp.fr;L'interprète Concept Store;Entrez dans un concept store où vous vous sentirez comme à la maison ! Vous y trouverez de la décoration élégante, des vêtements, des bougies  ... Laissez vous guider !;boutiques;15 rue Saint Ursule, Toulouse;43.6024806;1.4419494999999642;05 31 22 27 23;https://www.facebook.com/LinterpreteConceptStore/?fref=ts;14:00-19:15;10:30-19:15;10:30-19:15;10:30-19:15;10:30-19:15;10:30-19:15;
50;josie@aubaineapp.fr;Josie Concept Store;Entrez dans un univers funky et coloré ! Dans ce concept store, on y découvre pleins de belles marques toulousaines et françaises, et même des créations de la gérante Sonia.;boutiques;24 Rue des Lois, Toulouse;43.6055281;1.4418398999999908;05 61 21 44 88;https://www.facebook.com/Josie.conceptstore/?fref=ts;8:00-12:00 / 14:00-18:00;11:30-19:00;11:30-19:00;11:30-19:00;11:30-19:00;11:30-19:00;
166;contact@karmaleon.fr;Karmaleon;Profitez des services bien-être proposés par Karmaleon ! Cours de yoga, soins ayurvédiques ou énergétiques, individuellement ou même au bureau, vous aurez l'embarras du choix !;;Chemin du Moulin, 9 résidence Val Fleuri, Ayguesvives;43.4411082;1.5958888999999772;;;9:00-18:00;9:00-18:00;9:00-18:00;9:00-18:00;9:00-18:00;9:00-18:00;
115;1234@aubaineapp.fr;L'Apothicaire;;bars_cafes;1 place de la Daurade, Toulouse;;;;;;;;;;;
146;888@aubaineapp.fr;L'Envol Coté Plage;Avec sable blanc et palmiers, L'Envol propose de rythmer votre été. De nombreux artistes tels que Bob Sinclair et Feder animeront vos soirées.. Venez profitez de ce cadre idyllique en degustant des tapas, plats traditionnels mais également de la cusine Thai ! Dépaysement assuré !;bars_cafes;32 Avenue Jean René Lagasse, Toulouse;43.5869915;1.5015855000000329;05 31 61 56 12;https://www.facebook.com/lenvolcoteplage/;12:00-2:00;12:00-2:00;12:00-2:00;12:00-2:00;12:00-2:00;12:00-2:00;12:00-2:00
